VTDID,PCTNAME,PCTCODE,MCDNAME,COUNTYNAME,COUNTYCODE,CONGDIST,MNSENDIST,MNLEGDIST,CTYCOMDIST,JUDDIST,SWCDIST,WARD,HOSPDIST,PARKDIST,TABMODEL,MAILBALLOT,REG7AM,EDR,SIGNATURES,AB_MB,FEDONLYAB,PRESONLYAB,TOTVOTING,USPRSR,USPRSDFL,USPRSLIB,USPRSWTP,USPRSG,USPRSSLP,USPRSSWP,USPRSJFA,USPRSIND,USPRSWI,USPRSTOTAL,USSENR,USSENDFL,USSENLIB,USSENIA,USSENWI,USSENTOTAL,USREPR,USREPDFL,USREPWI,USREPTOTAL,MNSENR,MNSENDFL,MNSENWI,MNSENTOTAL,MNLEGR,MNLEGDFL,MNLEGWI,MNLEGTOTAL,MNCA1YES,MNCA1NO,MNCA1EST,MNCA1TOTAL,RV_TOTAL,turnout,trump_share_2024,harris_share_2024,trump_share_2020,biden_share_2020
270610225,Lake Jessie Twp,225,Lake Jessie Twp,Itasca,31,8,2,2B,2,9,8061,no data,no data,no data,Digital Scan 200,YES,204,4,0,182,0,0,182,106,71,0,2,0,0,0,0,0,1,180,96,74,4,1,1,176,109,63,1,173,0,0,0,0,111,61,1,173,117,53,12,182,208,0.8653846153846154,0.5888888888888889,0.3944444444444444,0.5238095238095238,0.4583333333333333
270610230,Lawrence Twp,230,Lawrence Twp,Itasca,31,8,7,7A,5,9,8061,no data,no data,no data,Digital Scan 200,YES,371,17,0,324,0,0,324,185,129,0,4,1,0,0,1,0,2,322,167,144,4,4,0,319,189,131,0,320,0,0,0,0,198,118,0,316,217,91,16,324,388,0.8298969072164949,0.5745341614906833,0.4006211180124223,0.5431034482758621,0.4454022988505747
270610235,Liberty Prec,235,Liberty Unorg,Itasca,31,8,3,3A,2,9,8061,no data,1430,no data,Digital Scan 200,YES,50,4,0,48,0,0,48,35,13,0,0,0,0,0,0,0,0,48,30,13,0,0,0,43,29,13,0,42,0,0,0,0,29,13,0,44,28,13,7,48,54,0.8888888888888888,0.7291666666666666,0.2708333333333333,0.7441860465116279,0.2558139534883721
270610240,Lone Pine Twp,240,Lone Pine Twp,Itasca,31,8,7,7A,5,9,8061,no data,no data,no data,Digital Scan 200,NO,349,18,261,61,0,0,322,159,155,1,4,1,0,0,0,1,0,321,136,173,6,2,0,317,159,156,0,315,0,0,0,0,170,148,0,318,224,83,15,322,367,0.8746594005449592,0.4953271028037383,0.4828660436137071,0.4894894894894895,0.4984984984984985
270610244,Grave Lake Prec,244,Grave Lake Unorg,Itasca,31,8,7,7A,2,9,8061,no data,no data,no data,Digital Scan 200,YES,104,4,0,97,0,0,97,38,57,0,0,0,0,0,0,0,1,96,35,59,1,1,0,96,41,54,0,95,0,0,0,0,45,50,0,95,61,30,6,97,108,0.8888888888888888,0.3958333333333333,0.59375,0.4545454545454545,0.5363636363636364
270610245,Long Lake Prec,245,Long Lake Unorg,Itasca,31,8,3,3A,5,9,8061,no data,1430,no data,Digital Scan 200,YES,192,5,0,170,0,0,170,97,67,3,0,1,0,0,0,0,1,169,88,75,3,2,0,168,106,62,1,169,0,0,0,0,102,59,0,166,111,51,8,170,197,0.8578680203045685,0.5739644970414202,0.3964497041420118,0.5900621118012422,0.391304348
270610247,Marble,247,Marble,Itasca,31,8,7,7A,5,9,8061,no data,no data,no data,Digital Scan 200,YES,331,30,0,273,0,0,273,159,105,1,3,0,0,0,0,0,1,269,126,119,7,9,0,261,155,106,0,261,0,0,0,0,157,104,0,261,196,58,19,273,361,0.7451523545706371,0.5910780669144982,0.3903345724907063,0.5387323943661971,0.4225352112676056
270610249,Marcell Twp,249,Marcell Twp,Itasca,31,8,3,3A,2,9,8061,no data,1430,no data,Digital Scan 200,NO,344,24,216,106,0,0,322,182,127,1,1,5,0,0,0,0,3,319,175,128,7,5,0,315,196,117,0,313,0,0,0,0,196,106,0,308,188,113,21,322,368,0.8668478260869565,0.5705329153605015,0.3981191222570533,0.5903225806451613,0.3838709677419354
270610255,Max Twp,255,Max Twp,Itasca,31,8,2,2B,1,9,8061,no data,no data,no data,Digital Scan 200,YES,99,0,0,79,0,0,79,45,31,1,1,0,0,0,0,0,0,78,38,39,2,0,0,79,46,32,0,78,0,0,0,0,47,30,0,77,60,16,3,79,99,0.7878787878787878,0.5769230769230769,0.3974358974358974,0.5568181818181818,0.4204545454545454
270610265,Moose Park Twp,265,Moose Park Twp,Itasca,31,8,3,3A,1,9,8061,no data,no data,no data,Digital Scan 200,YES,53,0,0,46,0,0,46,43,3,0,0,0,0,0,0,0,0,46,37,7,2,0,0,46,43,3,0,46,0,0,0,0,42,3,0,46,18,27,1,46,53,0.8679245283018868,0.9347826086956522,0.065217391,0.8478260869565217,0.1304347826086956
270610295,Oteneagen Twp,295,Oteneagen Twp,Itasca,31,8,2,2B,1,9,8061,no data,no data,no data,Digital Scan 200,YES,197,9,0,164,0,0,164,131,33,0,0,0,0,0,0,0,0,164,124,36,1,1,0,162,130,29,0,159,0,0,0,0,125,34,0,159,84,66,14,164,206,0.7961165048543689,0.7987804878048781,0.2012195121951219,0.7627118644067796,0.2372881355932203
270610305,Sago Twp,305,Sago Twp,Itasca,31,8,7,7A,3,9,8061,no data,no data,no data,Digital Scan 200,YES,137,3,0,123,0,0,123,88,33,0,2,0,0,0,0,0,0,123,80,41,1,0,0,122,91,28,0,119,0,0,0,0,89,33,0,122,76,44,3,123,140,0.8785714285714286,0.7154471544715447,0.2682926829268293,0.6864406779661016,0.2796610169491525
270610310,Sand Lake Twp,310,Sand Lake Twp,Itasca,31,8,2,2B,1,9,8061,no data,no data,no data,Digital Scan 200,YES,161,0,0,133,0,0,133,69,61,1,0,0,0,0,0,0,0,131,62,65,3,2,0,132,73,56,0,129,0,0,0,0,75,52,0,127,94,31,8,133,161,0.8136645962732919,0.5267175572519084,0.465648855,0.5671641791044776,0.4104477611940298
270610320,Spang Twp,320,Spang Twp,Itasca,31,8,6,6A,4,9,8061,no data,no data,no data,Digital Scan 200,YES,174,10,0,154,0,0,154,120,31,1,1,0,0,0,0,0,0,153,108,40,2,0,0,150,118,31,0,149,0,0,0,0,117,25,0,142,74,67,13,154,184,0.8315217391304348,0.7843137254901961,0.2026143790849673,0.7375,0.24375
270610327,Splithand Twp,327,Splithand Twp,Itasca,31,8,7,7A,4,9,8061,no data,no data,no data,Digital Scan 200,YES,172,8,0,153,0,0,153,88,63,2,0,0,0,0,0,0,0,153,82,63,4,1,1,151,87,63,1,151,0,0,0,0,88,63,0,151,106,41,6,153,180,0.85,0.5751633986928104,0.4117647058823529,0.5686274509803921,0.4117647058823529
270610330,Squaw Lake,330,Squaw Lake,Itasca,31,8,2,2B,1,9,8061,no data,no data,no data,Digital Scan 200,YES,49,1,0,29,0,0,29,15,13,0,1,0,0,0,0,0,0,29,10,16,0,2,0,28,11,15,0,26,0,0,0,0,15,14,0,29,21,4,4,29,50,0.58,0.5172413793103449,0.4482758620689655,0.4390243902439024,0.5365853658536586
270610335,Stokes Twp,335,Stokes Twp,Itasca,31,8,3,3A,2,9,8061,no data,1430,no data,Digital Scan 200,YES,178,2,0,165,0,0,165,95,69,1,0,0,0,0,0,0,0,165,87,72,2,0,0,161,100,63,0,163,0,0,0,0,96,62,0,161,103,50,12,165,180,0.9166666666666666,0.5757575757575758,0.4181818181818181,0.5714285714285714,0.4285714285714285
270610360,Warba,360,Warba,Itasca,31,8,7,7A,3,9,8061,no data,no data,no data,Digital Scan 200,YES,99,10,0,101,0,0,101,48,47,1,5,0,0,0,0,0,0,101,44,52,2,1,0,99,48,49,0,97,0,0,0,0,50,48,0,98,73,23,5,101,109,0.926605505,0.4752475247524752,0.4653465346534653,0.4404761904761904,0.5476190476190477
270610370,Wellers-McCormick P-1,370,Wellers-McCormick Unorg,Itasca,31,8,2,2B,1,9,8061,no data,no data,no data,Digital Scan 200,YES,86,6,0,79,0,0,79,56,23,0,0,0,0,0,0,0,0,79,50,25,0,3,0,78,56,22,0,78,0,0,0,0,53,21,0,74,41,33,5,79,92,0.8586956521739131,0.7088607594936709,0.2911392405063291,0.6944444444444444,0.3055555555555556
270610371,Wellers-McCormick P-2,371,Wellers-McCormick Unorg,Itasca,31,8,6,6A,1,9,8061,no data,no data,no data,Digital Scan 200,YES,190,13,0,182,0,0,182,128,49,0,2,0,0,0,0,0,2,181,120,58,1,0,0,179,131,48,0,179,0,0,0,0,132,45,0,177,108,68,6,182,203,0.8916256157635468,0.7071823204419889,0.2707182320441988,0.7142857142857143,0.2809523809523809
270610372,Wildwood Twp,372,Wildwood Twp,Itasca,31,8,6,6A,4,9,8061,no data,no data,no data,Digital Scan 200,YES,124,6,0,107,0,0,107,63,43,0,0,0,0,0,0,0,1,107,63,42,1,0,0,106,69,38,0,107,0,0,0,0,72,35,0,107,69,34,4,107,130,0.823076923,0.5887850467289719,0.4018691588785046,0.6513761467889908,0.3394495412844037
270610375,Winnibigoshish Prec,375,Winnibigoshish Unorg,Itasca,31,8,2,2B,1,9,8061,no data,no data,no data,Digital Scan 200,YES,156,7,0,122,0,0,122,71,46,1,1,1,0,0,0,0,1,121,59,60,0,0,0,119,71,47,0,118,0,0,0,0,71,47,0,118,80,36,6,122,163,0.7423312883435583,0.5867768595041323,0.3801652892561983,0.5433070866141733,0.4251968503937008
270610380,Wirt Twp,380,Wirt Twp,Itasca,31,8,3,3A,1,9,8061,no data,1430,no data,Digital Scan 200,YES,69,5,0,64,0,0,64,36,24,0,1,1,0,0,0,0,0,62,36,26,0,0,0,62,39,24,0,63,0,0,0,0,40,23,0,63,35,26,3,64,74,0.8378378378378378,0.5806451612903226,0.3870967741935484,0.5806451612903226,0.3870967741935484
270650005,Ann Lake Twp,5,Ann Lake Twp,Kanabec,33,8,10,10A,5,10,3065,no data,no data,no data,Digital Scan 200,NO,283,33,220,52,0,0,272,206,61,1,1,2,0,0,0,1,0,272,182,78,5,4,0,269,195,66,0,261,0,0,0,0,208,51,2,261,189,64,19,272,316,0.8607594936708861,0.7573529411764706,0.2242647058823529,0.6756756756756757,0.3127413127413127
270650030,Ford Twp,30,Ford Twp,Kanabec,33,8,10,10A,5,10,3065,no data,no data,no data,Digital Scan 200,NO,143,10,96,33,0,0,129,106,22,1,0,0,0,0,0,0,0,129,91,28,4,1,0,124,102,23,0,125,0,0,0,0,99,24,0,123,87,33,9,129,153,0.8431372549019608,0.8217054263565892,0.1705426356589147,0.7540983606557377,0.2131147540983606
270650040,Grasston,40,Grasston,Kanabec,33,8,11,11B,1,10,3065,no data,no data,no data,Digital Scan 200,NO,89,12,74,5,0,0,79,56,21,0,0,1,1,0,0,0,0,79,50,24,0,3,0,77,52,21,0,73,0,0,0,0,50,19,0,69,58,13,8,79,101,0.7821782178217822,0.7088607594936709,0.2658227848101265,0.6206896551724138,0.3563218390804598
270650045,Hay Brook Twp,45,Hay Brook Twp,Kanabec,33,8,10,10A,5,10,3065,no data,no data,no data,Digital Scan 200,NO,166,15,126,26,0,0,152,129,21,0,1,0,0,0,0,0,1,152,109,36,1,1,0,147,126,20,1,147,0,0,0,0,122,22,1,145,84,54,14,152,181,0.8397790055248618,0.8486842105263158,0.1381578947368421,0.7480314960629921,0.2440944881889764
270650050,Hillman Twp,50,Hillman Twp,Kanabec,33,8,10,10A,5,10,3065,no data,no data,no data,Digital Scan 200,NO,300,23,236,43,0,0,279,202,72,2,1,0,0,0,0,1,0,278,180,86,6,4,1,277,199,71,0,270,0,0,0,0,202,66,1,269,180,83,16,279,323,0.8606811145510835,0.7266187050359713,0.2589928057553957,0.7364341085271318,0.251937984
270650065,Kroschel Twp,65,Kroschel Twp,Kanabec,33,8,11,11B,5,10,3065,no data,no data,no data,Digital Scan 200,NO,147,14,121,15,0,0,136,101,30,1,2,0,0,0,0,0,0,134,89,42,3,2,0,136,103,30,0,133,0,0,0,0,104,31,0,135,90,36,10,136,161,0.8322981366459627,0.753731343,0.2238805970149253,0.7109375,0.265625
270650080,Ogilvie,80,Ogilvie,Kanabec,33,8,10,10B,3,10,3065,no data,no data,no data,Digital Scan 200,NO,228,22,164,22,0,0,186,130,46,0,5,0,0,0,1,0,1,183,103,70,7,5,0,185,121,57,2,180,0,0,0,0,124,52,0,176,140,34,12,186,250,0.732,0.7103825136612022,0.2513661202185792,0.64893617,0.324468085
270650090,Pomroy Twp,90,Pomroy Twp,Kanabec,33,8,11,11B,5,10,3065,no data,no data,no data,Digital Scan 200,NO,260,19,202,44,0,0,246,178,65,0,2,0,0,0,0,1,0,246,149,86,3,2,0,240,172,63,1,236,0,0,0,0,164,70,1,235,159,68,19,246,279,0.8817204301075269,0.7235772357723578,0.2642276422764227,0.7456140350877193,0.25
270650095,Quamba,95,Quamba,Kanabec,33,8,11,11B,4,10,3065,no data,no data,no data,Digital Scan 200,NO,65,9,50,16,0,0,66,43,20,1,1,0,0,0,0,0,0,65,36,23,1,1,0,61,40,22,0,62,0,0,0,0,42,19,0,61,47,12,7,66,74,0.8783783783783784,0.6615384615384615,0.3076923076923077,0.639344262,0.3442622950819672
270710005,Big Falls,5,Big Falls,Koochiching,36,8,3,3A,5,9,8071,no data,1430,no data,Digital Scan 200,YES,134,5,0,113,0,0,113,67,46,0,0,0,0,0,0,0,0,113,58,51,0,0,0,109,68,43,0,111,0,0,0,0,62,47,0,111,74,34,5,113,139,0.8129496402877698,0.5929203539823009,0.4070796460176991,0.6415094339622641,0.3490566037735849
270710070,Jameson Precinct,70,Rainy Lake Unorg,Koochiching,36,8,3,3A,1,9,8071,no data,no data,no data,Digital Scan 200,YES,115,1,0,95,0,0,95,70,22,1,2,0,0,0,0,0,0,95,60,32,2,1,0,95,75,20,0,95,0,0,0,0,76,18,1,95,59,29,7,95,116,0.8189655172413793,0.7368421052631579,0.231578947,0.73,0.25
270710080,Koochiching Poll 2,80,Rainy Lake Unorg,Koochiching,36,8,3,3A,2,9,8071,no data,no data,no data,Digital Scan 200,NO,355,17,193,114,2,0,309,201,101,2,1,1,0,0,0,0,1,307,180,119,1,1,1,302,196,105,0,301,0,0,0,0,210,77,4,298,182,114,13,309,372,0.8252688172043011,0.6547231270358306,0.3289902280130293,0.6484848484848484,0.3393939393939394
270710082,Koochiching Poll 4,82,Rainy Lake Unorg,Koochiching,36,8,3,3A,4,9,8071,no data,no data,no data,Digital Scan 200,NO,364,31,229,96,2,0,327,224,100,0,2,0,0,0,0,0,0,326,183,126,3,7,0,319,223,98,0,321,0,0,0,0,229,84,3,322,178,118,31,327,395,0.8253164556962025,0.6871165644171779,0.3067484662576687,0.6686746987951807,0.322289157
270710083,Koochiching Poll 5,83,Rainy Lake Unorg,Koochiching,36,8,3,3A,5,9,8071,no data,no data,no data,Digital Scan 200,NO,320,13,193,92,1,0,286,202,78,3,1,1,0,0,0,0,1,286,165,106,5,4,0,280,210,71,0,281,0,0,0,0,203,69,2,280,173,91,22,286,333,0.8588588588588588,0.7062937062937062,0.2727272727272727,0.6720257234726688,0.3022508038585209
270710090,Littlefork,90,Littlefork,Koochiching,36,8,3,3A,1,9,8071,no data,no data,no data,Digital Scan 200,YES,346,24,0,307,0,0,307,205,98,0,2,0,0,0,0,0,0,305,167,123,3,5,0,298,196,97,0,293,0,0,0,0,200,94,1,299,187,83,37,307,370,0.8243243243243243,0.6721311475409836,0.321311475,0.6516129032258065,0.3387096774193548
270710115,Northome,115,Northome,Koochiching,36,8,3,3A,5,9,8071,no data,no data,no data,Digital Scan 200,YES,99,5,0,87,0,0,87,62,17,1,5,0,0,0,0,0,0,85,49,26,5,0,0,80,66,16,0,82,0,0,0,0,62,14,0,77,49,34,4,87,104,0.8173076923076923,0.7294117647058823,0.2,0.632183908,0.3218390804597701
270710120,Ranier East Precinct,120,Ranier,Koochiching,36,8,3,3A,1,9,8071,no data,no data,no data,Digital Scan 200,NO,130,10,87,36,3,0,126,48,73,1,1,0,1,0,0,0,0,124,44,76,1,2,0,123,53,67,0,120,0,0,0,0,57,51,2,117,83,33,10,126,140,0.8857142857142857,0.3870967741935484,0.5887096774193549,0.390625,0.5625
270710121,Ranier West Precinct,121,Ranier,Koochiching,36,8,3,3A,3,9,8071,no data,no data,no data,Digital Scan 200,NO,254,16,168,59,1,0,228,128,94,1,1,1,0,0,0,1,0,226,104,115,2,3,0,224,131,93,0,224,0,0,0,0,125,84,1,223,155,50,23,228,270,0.837037037,0.5663716814159292,0.415929204,0.5840336134453782,0.3949579831932773
270710140,Scarlett Precinct,140,Rainy Lake Unorg,Koochiching,36,8,3,3A,5,9,8071,no data,no data,no data,Digital Scan 200,YES,82,0,0,77,0,0,77,56,20,0,0,1,0,0,0,0,0,77,50,24,2,0,0,76,56,19,0,75,0,0,0,0,56,14,0,74,52,21,4,77,82,0.9390243902439024,0.7272727272727273,0.2597402597402597,0.7083333333333334,0.2638888888888889
270710170,Meadowbrook Precinct,170,East Koochiching Unorg,Koochiching,36,8,3,3A,5,9,8071,no data,no data,no data,Digital Scan 200,YES,92,5,0,82,0,0,82,62,16,0,1,2,0,0,0,0,1,82,52,25,3,0,0,80,63,17,0,80,0,0,0,0,62,15,0,80,45,29,8,82,97,0.845360825,0.7560975609756098,0.1951219512195122,0.75,0.2142857142857142
270710185,Northwest Koochiching,185,Northwest Koochiching Unorg,Koochiching,36,8,3,3A,5,9,8071,no data,no data,no data,Digital Scan 200,YES,370,15,0,343,0,0,343,222,117,1,2,0,0,0,0,1,0,343,194,133,2,3,0,332,222,112,0,334,0,0,0,0,227,105,2,339,179,131,33,343,385,0.8909090909090909,0.6472303206997084,0.3411078717201166,0.6410256410256411,0.3397435897435897
270710190,Southeast Koochiching,190,South Koochiching Unorg,Koochiching,36,8,3,3A,1,9,8071,no data,no data,no data,Digital Scan 200,YES,54,5,0,38,0,0,38,18,18,0,2,0,0,0,0,0,0,38,14,22,0,2,0,38,19,19,0,38,0,0,0,0,22,15,0,38,26,10,2,38,59,0.6440677966101694,0.4736842105263157,0.4736842105263157,0.4242424242424242,0.5757575757575758
270710195,Southwest Koochiching,195,Northome Unorg,Koochiching,36,8,3,3A,5,9,8071,no data,1430,no data,Digital Scan 200,YES,341,14,0,316,0,0,316,246,53,1,3,0,0,0,0,1,1,305,219,68,5,5,0,297,251,48,0,299,0,0,0,0,244,44,1,293,125,143,48,316,355,0.8591549295774648,0.8065573770491803,0.1737704918032787,0.7703180212014135,0.1872791519434629
270750005,Beaver Bay,5,Beaver Bay,Lake,38,8,3,3A,2,6,3075,no data,no data,no data,Digital Scan 200,NO,82,7,58,16,0,0,74,46,28,0,0,0,0,0,0,0,0,74,35,34,3,1,0,73,45,27,0,72,0,0,0,0,45,24,0,71,45,26,3,74,89,0.8314606741573034,0.6216216216216216,0.3783783783783784,0.5945945945945946,0.3918918918918919
270750010,Beaver Bay Twp P-1,10,Beaver Bay Twp,Lake,38,8,3,3A,2,6,3075,no data,no data,no data,Digital Scan 200,NO,204,6,155,32,0,0,187,113,70,0,2,0,0,0,0,0,2,187,97,80,4,1,0,182,115,69,1,185,0,0,0,0,115,64,0,181,109,66,12,187,210,0.8904761904761904,0.6042780748663101,0.374331551,0.609375,0.375
270750020,Beaver Bay Twp P-4,20,Beaver Bay Twp,Lake,38,8,3,3A,1,6,3075,no data,no data,no data,Digital Scan 200,NO,168,9,110,42,0,0,152,63,85,1,1,2,0,0,0,0,0,152,52,93,3,1,0,149,68,79,0,147,0,0,0,0,66,76,0,148,115,33,4,152,177,0.8587570621468926,0.4144736842105263,0.5592105263157895,0.4593023255813953,0.5290697674418605
270750025,Crystal Bay Twp,25,Crystal Bay Twp,Lake,38,8,3,3A,1,6,3075,no data,no data,no data,Digital Scan 200,YES,291,11,0,256,1,0,257,88,157,3,2,3,1,0,1,0,2,257,75,165,5,5,0,250,94,154,0,248,0,0,0,0,93,151,0,251,192,52,13,257,302,0.8509933774834437,0.3424124513618677,0.6108949416342413,0.3697183098591549,0.6091549295774648
270750065,Stony River Twp,65,Stony River Twp,Lake,38,8,3,3A,2,6,3075,no data,no data,no data,Digital Scan 200,NO,141,10,82,29,0,0,111,60,49,0,0,2,0,0,0,0,0,111,54,52,3,2,0,111,58,52,1,111,0,0,0,0,58,48,0,110,74,30,7,111,151,0.7350993377483444,0.5405405405405406,0.4414414414414414,0.5702479338842975,0.4132231404958678
270750110,Unorg Terr No 1,110,Lake County Territory 1 Unorg,Lake,38,8,3,3A,1,6,3075,no data,no data,no data,Digital Scan 200,YES,117,4,0,106,0,0,106,45,59,0,1,0,0,0,0,0,0,105,46,57,0,1,0,104,51,53,0,104,0,0,0,0,51,48,0,103,86,13,7,106,121,0.8677685950413223,0.4285714285714285,0.5619047619047619,0.3818181818181818,0.6
270750115,Unorg Terr No 2 Prec 1,115,Lake County Territory 2 Unorg,Lake,38,8,3,3B,5,6,3075,no data,no data,no data,Digital Scan 200,NO,272,16,193,65,1,0,259,94,161,1,1,0,0,0,0,0,0,257,79,172,2,1,0,254,98,158,0,256,0,0,0,0,102,145,0,247,207,40,12,259,288,0.8923611111111112,0.3657587548638132,0.6264591439688716,0.4049586776859504,0.5909090909090909
270750130,Unorg Terr No 2 Prec 4,130,Lake County Territory 2 Unorg,Lake,38,8,3,3A,2,6,3075,no data,no data,no data,Digital Scan 200,NO,322,23,235,68,0,0,303,159,132,3,1,1,0,0,0,1,5,302,139,155,3,2,0,299,170,131,0,301,0,0,0,0,167,118,0,301,221,70,12,303,345,0.8753623188405797,0.5264900662251656,0.4370860927152318,0.5224913494809689,0.4602076124567474
270750135,Unorg Terr No 2 Prec 5,135,Lake County Territory 2 Unorg,Lake,38,8,3,3A,2,6,3075,no data,no data,no data,Digital Scan 200,YES,115,7,0,108,0,0,108,62,43,0,0,0,0,0,0,0,0,105,55,49,1,1,0,106,62,40,0,102,0,0,0,0,63,39,0,103,69,32,7,108,122,0.860655738,0.5904761904761905,0.4095238095238095,0.6021505376344086,0.3655913978494624
270770005,1-A Baudette Unorg,5,Baudette Unorg,Lake of the Woods,39,8,2,2A,1,9,8077,no data,no data,no data,Digital Scan 200,YES,155,4,0,136,0,0,136,99,36,0,0,0,0,0,0,0,0,135,92,42,1,0,0,135,99,36,0,135,0,0,0,0,98,37,0,135,76,57,3,136,159,0.8490566037735849,0.7333333333333333,0.2666666666666666,0.7185185185185186,0.2740740740740741
270770010,1-B Baudette City,10,Baudette,Lake of the Woods,39,8,2,2A,1,9,8077,no data,no data,no data,Digital Scan 200,NO,360,9,171,82,3,0,256,170,76,1,3,1,0,0,0,0,0,251,138,97,1,6,0,242,164,78,0,242,0,0,0,0,150,95,0,245,177,52,27,256,369,0.6802168021680217,0.6772908366533864,0.3027888446215139,0.6068965517241379,0.3758620689655172
270770015,2-A Gudrid Unorg,15,Baudette Unorg,Lake of the Woods,39,8,2,2A,2,9,8077,no data,no data,no data,Digital Scan 200,YES,157,4,0,134,0,0,134,90,41,0,2,0,0,0,0,0,0,133,83,41,2,4,0,130,97,31,0,128,0,0,0,0,89,32,1,122,66,53,15,134,161,0.8260869565217391,0.6766917293233082,0.3082706766917293,0.6838235294117647,0.2794117647058823
270770020,2-B Baudette City,20,Baudette,Lake of the Woods,39,8,2,2A,2,9,8077,no data,no data,no data,Digital Scan 200,NO,258,15,151,53,1,0,205,142,59,1,0,1,0,0,0,0,0,203,124,70,4,2,0,200,138,59,0,197,0,0,0,0,134,60,1,195,132,60,13,205,273,0.7435897435897436,0.6995073891625616,0.2906403940886699,0.6652173913043479,0.3130434782608696
270770030,3-A Unorg,30,Beltrami Forest Unorg,Lake of the Woods,39,8,2,2A,3,9,8077,no data,no data,no data,Digital Scan 200,YES,236,15,0,214,0,0,214,173,35,2,4,0,0,0,0,0,0,214,149,51,1,3,0,204,178,28,0,206,0,0,0,0,167,32,0,199,127,76,11,214,251,0.852589641,0.8084112149532711,0.1635514018691588,0.7990196078431373,0.1862745098039215
270770031,3-C S McDougald Unorg,31,Beltrami Forest Unorg,Lake of the Woods,39,8,2,2A,3,9,8077,no data,no data,no data,Digital Scan 200,YES,68,1,0,57,0,0,57,32,19,0,1,2,0,0,0,0,1,55,27,27,0,0,0,54,30,22,0,52,0,0,0,0,31,22,0,53,36,20,1,57,69,0.7971014492753623,0.5818181818181818,0.3454545454545454,0.5901639344262295,0.3934426229508196
270770035,3-D Forest Unorg,35,Beltrami Forest Unorg,Lake of the Woods,39,8,2,2A,3,9,8077,no data,no data,no data,Digital Scan 200,YES,74,7,0,66,1,0,67,55,11,0,1,0,0,0,0,0,0,67,49,14,1,1,0,65,53,12,1,66,0,0,0,0,52,12,1,65,33,31,3,67,81,0.8271604938271605,0.8208955223880597,0.1641791044776119,0.7627118644067796,0.2372881355932203
270770040,4-A Wheeler Unorg,40,Baudette Unorg,Lake of the Woods,39,8,2,2A,4,9,8077,no data,no data,no data,Digital Scan 200,YES,232,5,0,183,0,0,183,132,50,1,0,0,0,0,0,0,0,183,127,51,1,1,0,180,135,42,0,177,0,0,0,0,129,46,0,175,112,54,17,183,237,0.7721518987341772,0.7213114754098361,0.273224044,0.7285067873303167,0.2669683257918552
270770044,4-B Wabanica Unorg,44,Baudette Unorg,Lake of the Woods,39,8,2,2A,4,9,8077,no data,no data,no data,Digital Scan 200,YES,328,15,0,295,1,0,296,210,82,2,1,0,0,0,0,0,0,295,178,96,4,6,0,284,203,82,0,285,0,0,0,0,193,88,0,281,182,94,20,296,343,0.8600583090379009,0.711864407,0.2779661016949152,0.6755725190839694,0.3167938931297709
270770045,5-B Zippel Unorg,45,Baudette Unorg,Lake of the Woods,39,8,2,2A,5,9,8077,no data,no data,no data,Digital Scan 200,YES,96,1,0,89,0,0,89,75,10,1,1,0,0,0,0,0,0,87,69,18,0,0,0,87,75,9,0,84,0,0,0,0,73,12,0,85,53,28,8,89,97,0.8969072164948454,0.8620689655172413,0.1149425287356321,0.8170731707317073,0.1707317073170731
270770046,4-C N McDougald Unorg,46,Baudette Unorg,Lake of the Woods,39,8,2,2A,4,9,8077,no data,no data,no data,Digital Scan 200,YES,85,2,0,77,1,0,78,49,28,1,0,0,0,0,0,0,0,78,38,33,1,2,0,74,48,28,0,76,0,0,0,0,44,28,0,72,48,26,4,78,87,0.896551724,0.6282051282051282,0.358974359,0.6986301369863014,0.3013698630136986
270770050,5-A Unorg,50,Beltrami Forest Unorg,Lake of the Woods,39,8,2,2A,5,9,8077,no data,no data,no data,Digital Scan 200,YES,361,14,0,333,1,0,334,250,81,0,1,0,0,0,0,0,0,332,221,101,5,3,0,330,253,78,0,331,0,0,0,0,244,82,0,326,213,102,19,334,375,0.8853333333333333,0.7530120481927711,0.2439759036144578,0.7463126843657817,0.2389380530973451
270770055,3-B Williams City,55,Williams,Lake of the Woods,39,8,2,2A,3,9,8077,no data,no data,no data,Digital Scan 200,YES,90,4,0,69,0,0,69,45,23,0,1,0,0,0,0,0,0,69,39,24,1,3,0,67,46,22,0,68,0,0,0,0,43,24,0,67,49,17,3,69,94,0.7340425531914894,0.6521739130434783,0.3333333333333333,0.6901408450704225,0.3098591549295774
270770065,2-C Unorg,65,Beltrami Forest Unorg,Lake of the Woods,39,8,2,2A,2,9,8077,no data,no data,no data,Digital Scan 200,YES,109,1,0,90,0,0,90,69,18,0,2,0,0,0,0,0,0,89,63,21,0,0,0,84,69,15,0,84,0,0,0,0,69,16,0,85,38,45,7,90,110,0.8090909090909091,0.7752808988764045,0.2022471910112359,0.8068181818181818,0.1818181818181818
270770070,5-C Northwest Angle,70,N.W. Angle Unorg,Lake of the Woods,39,8,2,2A,5,9,8077,no data,no data,no data,Digital Scan 200,YES,143,6,0,119,0,0,119,92,22,2,0,0,0,0,0,0,0,116,94,19,3,1,0,117,93,22,0,115,0,0,0,0,93,21,0,114,56,54,9,119,149,0.7785234899328859,0.7931034482758621,0.1896551724137931,0.7457627118644068,0.2372881355932203
